epoch,loss,accuracy
1,0.6806808114051819,0.7613499760627747
2,0.43615689873695374,0.8477833271026611
3,0.38113927841186523,0.8673499822616577
4,0.3525840640068054,0.876466691493988
5,0.3275342881679535,0.8854833245277405
6,0.3094116449356079,0.8913000226020813
7,0.29372504353523254,0.8963500261306763
8,0.28106963634490967,0.8996666669845581
9,0.2685668170452118,0.904033362865448
10,0.25616881251335144,0.9072666764259338
