step	accuracy
0	0.7613499760627747
1	0.8477833271026611
2	0.8673499822616577
3	0.876466691493988
4	0.8854833245277405
5	0.8913000226020813
6	0.8963500261306763
7	0.8996666669845581
8	0.904033362865448
9	0.9072666764259338
